id,population,name
11037,7056,Trebujena
11038,16766,Ubrique
11039,12788,Vejer de la Frontera
11040,457,Villaluenga del Rosario
11041,12267,Villamartín
11042,1427,Zahara
39001,2466,Alfoz de Lloredo
39002,4181,Ampuero
39003,314,Anievas
39004,1711,Arenas de Iguña
39005,1720,Argoños
39006,2091,Arnuero
39007,480,Arredondo
39008,18134,"Astillero, El"
39009,4124,Bárcena de Cicero
39010,710,Bárcena de Pie de Concha
39011,1999,Bareyo
39012,8345,Cabezón de la Sal
39013,601,Cabezón de Liébana
39014,1012,Cabuérniga
39015,977,Camaleño
39016,30611,Camargo
39027,3778,Campoo de Enmedio
39017,696,Campoo de Yuso
39018,5733,Cartes
39019,2687,Castañeda
39020,31901,Castro-Urdiales
39021,556,Cieza
39022,1310,Cillorigo de Liébana
39023,8331,Colindres
39024,2228,Comillas
39025,11003,"Corrales de Buelna, Los"
39026,2074,Corvera de Toranzo
39028,4943,Entrambasaguas
39029,747,Escalante
39030,2359,Guriezo
39031,1522,Hazas de Cesto
39032,1643,Hermandad de Campoo de Suso
39033,641,Herrerías
39034,298,Lamasón
39035,11446,Laredo
39036,1227,Liendo
39037,2372,Liérganes
39038,1813,Limpias
39039,615,Luena
39040,5174,Marina de Cudeyo
39041,2119,Mazcuerras
39042,7482,Medio Cudeyo
39043,1965,Meruelo
39044,4741,Miengo
39045,395,Miera
39046,1589,Molledo
39047,2562,Noja
39048,2060,Penagos
39049,349,Peñarrubia
39050,311,Pesaguero
39051,71,Pesquera
39052,24574,Piélagos
39053,237,Polaciones
39054,5794,Polanco
39055,1360,Potes
39056,2877,Puente Viesgo
39057,2827,Ramales de la Victoria
39058,959,Rasines
39059,9496,Reinosa
39060,8318,Reocín
39061,4422,Ribamontán al Mar
39062,2231,Ribamontán al Monte
39063,1058,Rionansa
39064,1610,Riotuerto
39065,275,"Rozas de Valdearroyo, Las"
39066,1044,Ruente
39067,870,Ruesga
39068,765,Ruiloba
39069,2381,San Felices de Buelna
39070,160,San Miguel de Aguayo
39071,453,San Pedro del Romeral
39072,386,San Roque de Riomiera
39080,4196,San Vicente de la Barquera
39073,12679,Santa Cruz de Bezana
39074,9078,Santa María de Cayón
39075,172656,Santander
39076,4184,Santillana del Mar
39077,265,Santiurde de Reinosa
39078,1602,Santiurde de Toranzo
39079,11085,Santoña
39081,512,Saro
39082,1931,Selaya
39083,1249,Soba
39084,1012,Solórzano
39085,8579,Suances
39086,399,"Tojos, Los"
39087,52819,Torrelavega
39088,71,Tresviso
39089,147,Tudanca
39090,903,Udías
39095,2763,Val de San Vicente
39091,2272,Valdáliga
39092,987,Valdeolea
39093,331,Valdeprado del Río
39094,1001,Valderredible
39101,327,Valle de Villaverde
39096,788,Vega de Liébana
39097,795,Vega de Pas
39098,1636,Villacarriedo
39099,3883,Villaescusa
39100,1017,Villafufre
39102,2725,Voto
12002,122,Aín
12003,1303,Albocàsser
12004,6893,Alcalà de Xivert
12005,10535,"Alcora, l'"
12006,201,Alcudia de Veo
12007,894,Alfondeguilla
12008,265,Algimia de Almonacid
12009,25632,Almazora/Almassora
12010,281,Almedíjar
12011,5949,Almenara
12901,4528,"Alqueries, les/Alquerías del Niño Perdido"
12012,3621,Altura
12013,160,Arañuel
12014,202,Ares del Maestrat
12015,97,Argelita
12016,1979,Artana
12001,1286,Atzeneta del Maestrat
12017,172,Ayódar
12018,322,Azuébar
12020,179,Barracas
12022,404,Bejís
12024,164,Benafer
12025,160,Benafigos
12026,1130,Benassal
12027,26486,Benicarló
12028,17957,Benicasim/Benicàssim
12029,1095,Benlloch
12021,5780,Betxí
12032,34643,Borriana/Burriana
12031,5187,Borriol
12033,2966,Cabanes
12034,2020,Càlig
12036,724,Canet lo Roig
12037,17,Castell de Cabres
12038,205,Castellfort
12039,981,Castellnovo
12040,170990,Castellón de la Plana/Castelló de la Plana
12041,103,Castillo de Villamalefa
12042,779,Catí
12043,673,Caudiel
12044,642,Cervera del Maestre
12053,2677,Chilches/Xilxes
12055,117,Chodos/Xodos
12056,327,Chóvar
12045,418,Cinctorres
12046,220,Cirat
12048,300,Cortes de Arenoso
12049,543,Costur
12050,1870,"Coves de Vinromà, les"
12051,524,Culla
12057,805,Eslida
12058,83,Espadilla
12059,281,Fanzara
12060,542,Figueroles
12061,461,Forcall
12063,46,Fuente la Reina
12064,114,Fuentes de Ayódar
12065,205,Gaibiel
12067,646,Geldo
12068,49,Herbés
12069,76,Higueras
12070,700,"Jana, la"
12071,1574,Jérica
12074,969,"Llosa, la"
12072,1372,Lucena del Cid
12073,170,Ludiente
12075,173,"Mata de Morella, la"
12076,87,Matet
12077,6181,Moncofa
12078,383,Montán
12079,539,Montanejos
12080,2504,Morella
12081,745,Navajas
12082,13305,Nules
12083,118,Olocau del Rey
12084,24856,Onda
12085,9245,Oropesa del Mar/Orpesa
12087,35,Palanques
12088,69,Pavías
12089,7421,Peníscola/Peñíscola
12090,127,Pina de Montalgrao
12093,209,"Pobla de Benifassà, la"
12094,1200,"Pobla Tornesa, la"
12091,200,Portell de Morella
12092,143,Puebla de Arenoso
12095,1223,Ribesalbes
12096,1002,Rossell
12097,67,Sacañet
12098,751,"Salzadella, la"
12101,483,San Rafael del Río
12902,3043,Sant Joan de Moró
12099,970,Sant Jordi/San Jorge
12100,1979,Sant Mateu
12102,791,Santa Magdalena de Pulpis
12104,9005,Segorbe
12103,99,"Serratella, la"
12105,1019,Sierra Engarcerán
12106,1463,Soneja
12107,418,Sot de Ferrer
12108,551,Sueras/Suera
12109,812,Tales
12110,266,Teresa
12111,465,Tírig
12112,147,Todolella
12113,98,Toga
12114,228,Torás
12115,252,"Toro, El"
12116,66,Torralba del Pinar
12119,166,"Torre d'En Besora, la"
12120,212,"Torre d'en Doménec, la"
12117,5398,Torreblanca
12118,75,Torrechiva
12121,1502,Traiguera
12122,994,"Useras/Useres, les"
12124,2809,Vall d'Alba
12125,261,Vall de Almonacid
12126,31819,"Vall d'Uixó, la"
12123,54,Vallat
12127,81,Vallibona
12128,1851,Vilafamés
12132,595,Vilanova d'Alcolea
12134,179,Vilar de Canes
12135,50252,Vila-real
12136,3243,"Vilavella, la"
12129,2289,Villafranca del Cid/Vilafranca
12130,487,Villahermosa del Río
12131,68,Villamalur
12133,60,Villanueva de Viver
12137,38,Villores
12138,28290,Vinaròs
12139,364,Vistabella del Maestrat
12140,1536,Viver
12052,754,Xert
12141,124,Zorita del Maestrazgo
12142,190,Zucaina
13001,1460,Abenójar
13002,1760,Agudo
13003,528,Alamillo
13004,1235,Albaladejo
13005,30967,Alcázar de San Juan
13006,614,Alcoba
13007,1443,Alcolea de Calatrava
13008,510,Alcubillas
13009,1721,Aldea del Rey
13010,1022,Alhambra
13011,5657,Almadén
13012,460,Almadenejos
13013,8967,Almagro
13014,555,Almedina
13015,6360,Almodóvar del Campo
13016,830,Almuradiel
13017,331,Anchuras
13903,647,Arenales de San Gregorio
13018,1045,Arenas de San Juan
13019,6972,Argamasilla de Alba
13020,5987,Argamasilla de Calatrava
13021,467,Arroba de los Montes
13022,387,Ballesteros de Calatrava
13023,11994,Bolaños de Calatrava
13024,1033,Brazatortas
13025,325,Cabezarados
13026,505,Cabezarrubias del Puerto
13027,4053,Calzada de Calatrava
13028,13949,Campo de Criptana
13029,99,Cañada de Calatrava
13030,160,Caracuel de Calatrava
13031,3068,Carrión de Calatrava
13032,1299,Carrizosa
13033,2006,Castellar de Santiago
13038,1901,Chillón
13034,74054,Ciudad Real
13035,1134,Corral de Calatrava
13036,934,"Cortijos, Los"
13037,1062,Cózar
13039,18396,Daimiel
13040,1057,Fernán Caballero
13041,263,Fontanarejo
13042,1055,Fuencaliente
13043,253,Fuenllana
13044,3346,Fuente el Fresno
13045,794,Granátula de Calatrava
13046,794,Guadalmez
13047,8580,Herencia
13048,500,Hinojosas de Calatrava
13049,958,Horcajo de los Montes
13050,613,"Labores, Las"
13904,727,Llanos del Caudillo
13051,394,Luciana
13052,8153,Malagón
13053,18475,Manzanares
13054,6134,Membrilla
13055,730,Mestanza
13056,15133,Miguelturra
13057,1400,Montiel
13058,5325,Moral de Calatrava
13059,233,Navalpino
13060,254,Navas de Estena
13061,7576,Pedro Muñoz
13062,685,Picón
13063,4542,Piedrabuena
13064,2366,Poblete
13065,3661,Porzuna
13066,3362,Pozuelo de Calatrava
13067,400,"Pozuelos de Calatrava, Los"
13068,1228,Puebla de Don Rodrigo
13069,752,Puebla del Príncipe
13070,947,Puerto Lápice
13071,49166,Puertollano
13072,1006,Retuerta del Bullaque
13901,1142,"Robledo, El"
13902,580,Ruidera
13073,607,Saceruela
13074,1170,San Carlos del Valle
13075,219,San Lorenzo de Calatrava
13076,550,Santa Cruz de los Cáñamos
13077,4239,Santa Cruz de Mudela
13078,12628,Socuéllamos
13080,342,Solana del Pino
13079,15792,"Solana, La"
13081,748,Terrinches
13082,36746,Tomelloso
13083,3025,Torralba de Calatrava
13084,1081,Torre de Juan Abad
13085,2820,Torrenueva
13086,196,Valdemanco del Esteras
13087,30277,Valdepeñas
13088,708,Valenzuela de Calatrava
13089,1961,Villahermosa
13090,1239,Villamanrique
13091,640,Villamayor de Calatrava
13092,2267,Villanueva de la Fuente
13093,5243,Villanueva de los Infantes
13094,306,Villanueva de San Carlos
13095,93,Villar del Pozo
13096,10156,Villarrubia de los Ojos
13097,2907,Villarta de San Juan
13098,2447,Viso del Marqués
14001,4270,Adamuz
14002,13511,Aguilar de la Frontera
14003,1495,Alcaracejos
14004,2431,Almedinilla
14005,7948,Almodóvar del Río
14006,1558,Añora
14007,19782,Baena
14008,3391,Belalcázar
14009,3062,Belmez
14010,5035,Benamejí
14011,695,"Blázquez, Los"
14012,7638,Bujalance
14013,20704,Cabra
14014,2992,Cañete de las Torres
14015,2529,Carcabuey
14016,1552,Cardeña
14017,13936,"Carlota, La"
14018,4500,"Carpio, El"
14019,7917,Castro del Río
14020,430,Conquista
14021,326609,Córdoba
14022,4789,Doña Mencía
14023,2453,Dos Torres
14024,2324,Encinas Reales
14025,3410,Espejo
14026,2487,Espiel
14027,9712,Fernán-Núñez
14028,355,Fuente la Lancha
14029,4796,Fuente Obejuna
14030,10893,Fuente Palmera
14031,711,Fuente-Tójar
14032,486,"Granjuela, La"
14033,1591,Guadalcázar
14034,365,"Guijo, El"
14035,6989,Hinojosa del Duque
14036,4598,Hornachuelos
14037,4461,Iznájar
14038,42615,Lucena
14039,3071,Luque
14040,4473,Montalbán de Córdoba
14041,3924,Montemayor
14042,23365,Montilla
14043,9635,Montoro
14044,1981,Monturque
14045,3819,Moriles
14046,5435,Nueva Carteya
14047,2009,Obejo
14048,1506,Palenciana
14049,21241,Palma del Río
14050,2903,Pedro Abad
14051,1603,Pedroche
14052,11160,Peñarroya-Pueblonuevo
14053,7468,Posadas
14054,17292,Pozoblanco
14055,22855,Priego de Córdoba
14056,30072,Puente Genil
14057,7576,"Rambla, La"
14058,10042,Rute
14059,811,San Sebastián de los Ballesteros
14061,822,Santa Eufemia
14060,6079,Santaella
14062,1150,Torrecampo
14063,1208,Valenzuela
14064,373,Valsequillo
14065,2353,"Victoria, La"
14066,7301,Villa del Río
14067,4918,Villafranca de Córdoba
14068,669,Villaharta
14069,9005,Villanueva de Córdoba
14070,1520,Villanueva del Duque
14071,1088,Villanueva del Rey
14072,1196,Villaralto
14073,3374,Villaviciosa de Córdoba
14074,2636,"Viso, El"
14075,657,Zuheros
15001,5533,Abegondo
15002,30544,Ames
15003,1982,Aranga
15004,5672,Ares
15005,31239,Arteixo
15006,6211,Arzúa
15007,3645,"Baña, A"
15008,6656,Bergondo
15009,12966,Betanzos
15010,2111,Boimorto
15011,18871,Boiro
15012,4291,Boqueixón
15013,7590,Brión
15014,4446,Cabana de Bergantiños
15015,3259,Cabanas
15016,5486,Camariñas
15017,24141,Cambre
15018,1318,"Capela, A"
15019,31256,Carballo
15901,4072,Cariño
15020,4170,Carnota
15021,6172,Carral
15022,6997,Cedeira
15023,7631,Cee
15024,5031,Cerceda
15025,1191,Cerdido
15027,1789,Coirós
15028,1606,Corcubión
15029,6426,Coristanco
15030,243978,"Coruña, A"
15031,29638,Culleredo
15032,3980,Curtis
15033,2853,Dodro
15034,3085,Dumbría
15035,13250,Fene
15036,68308,Ferrol
15037,4737,Fisterra
15038,2428,Frades
15039,1369,Irixoa
15041,11295,"Laracha, A"
15040,3148,Laxe
15042,3429,Lousame
15043,5616,Malpica de Bergantiños
15044,1420,Mañón
15045,4087,Mazaricos
15046,7488,Melide
15047,2700,Mesía
15048,5832,Miño
15049,1220,Moeche
15050,2019,Monfero
15051,5335,Mugardos
15053,8834,Muros
15052,4941,Muxía
15054,39426,Narón
15055,5197,Neda
15056,6911,Negreira
15057,14337,Noia
15058,35013,Oleiros
15059,12669,Ordes
15060,7420,Oroso
15061,6093,Ortigueira
15062,6606,Outes
15902,5181,Oza-Cesuras
15064,2445,Paderne
15065,8581,Padrón
15066,4653,"Pino, O"
15067,9525,"Pobra do Caramiñal, A"
15068,5703,Ponteceso
15069,8005,Pontedeume
15070,10399,"Pontes de García Rodríguez, As"
15071,9386,Porto do Son
15072,11295,Rianxo
15073,27249,Ribeira
15074,4657,Rois
15075,15150,Sada
15076,2944,San Sadurniño
15077,9556,Santa Comba
15078,95966,Santiago de Compostela
15079,1672,Santiso
15080,1882,Sobrado
15081,1160,"Somozas, As"
15082,18510,Teo
15083,1196,Toques
15084,3522,Tordoia
15085,3703,Touro
15086,3190,Trazo
15088,3974,Val do Dubra
15087,6650,Valdoviño
15089,5012,Vedra
15091,1260,Vilarmaior
15090,1275,Vilasantar
15092,7378,Vimianzo
15093,4756,Zas
16001,77,Abia de la Obispalía
16002,236,"Acebrón, El"
16003,148,Alarcón
16004,276,Albaladejo del Cuende
16005,276,Albalate de las Nogueras
16006,134,Albendea
16007,1651,"Alberca de Záncara, La"
16008,97,Alcalá de la Vega
16009,65,Alcantud
16010,159,Alcázar del Rey
16011,32,Alcohujate
16012,106,Alconchel de la Estrella
16013,29,Algarra
16014,692,Aliaguilla
16015,393,"Almarcha, La"
16016,262,Almendros
16017,430,Almodóvar del Pinar
16018,451,Almonacid del Marquesado
16019,226,Altarejos
16020,14,Arandilla del Arroyo
16905,1643,Arcas
16022,82,Arcos de la Sierra
16024,141,Arguisuelas
16025,28,Arrancacepas
16026,103,Atalaya del Cañavate
16027,926,Barajas de Melo
16029,86,Barchín del Hoyo
16030,22,Bascuñana de San Pedro
16031,51,Beamud
16032,337,Belinchón
16033,2009,Belmonte
16034,188,Belmontejo
16035,281,Beteta
16036,148,Boniches
16038,48,Buciegas
16039,491,Buenache de Alarcón
16040,98,Buenache de la Sierra
16041,419,Buendía
16042,1405,Campillo de Altobuey
16043,118,Campillos-Paravientos
16044,33,Campillos-Sierra
16901,807,Campos del Paraíso
16045,261,Canalejas del Arroyo
16046,268,Cañada del Hoyo
16047,264,Cañada Juncosa
16048,485,Cañamares
16049,155,"Cañavate, El"
16050,299,Cañaveras
16051,143,Cañaveruelas
16052,759,Cañete
16053,488,Cañizares
16055,827,Carboneras de Guadazaón
16056,517,Cardenete
16057,80,Carrascosa
16058,117,Carrascosa de Haro
16060,883,Casas de Benítez
16061,1258,Casas de Fernando Alonso
16062,30,Casas de Garcimolina
16063,112,Casas de Guijarro
16064,875,Casas de Haro
16065,441,Casas de los Pinos
16066,3113,Casasimarro
16067,140,Castejón
16068,175,Castillejo de Iniesta
16070,31,Castillejo-Sierra
16072,152,Castillo de Garcimuñoz
16071,22,Castillo-Albaráñez
16073,226,Cervera del Llano
16023,557,Chillarón de Cuenca
16081,58,Chumillas
16074,39,"Cierva, La"
16078,55102,Cuenca
16079,32,Cueva del Hierro
16082,337,Enguídanos
16083,52,Fresneda de Altarejos
16084,53,Fresneda de la Sierra
16085,158,"Frontera, La"
16086,1258,Fuente de Pedro Naharro
16087,258,Fuentelespino de Haro
16088,118,Fuentelespino de Moya
16904,561,Fuentenava de Jábaga
16089,453,Fuentes
16091,74,Fuertescusa
16092,189,Gabaldón
16093,72,Garaballa
16094,177,Gascueña
16095,93,Graja de Campalbo
16096,363,Graja de Iniesta
16097,159,Henarejos
16098,708,"Herrumblar, El"
16099,211,"Hinojosa, La"
16100,856,"Hinojosos, Los"
16101,163,"Hito, El"
16102,1623,Honrubia
16103,297,Hontanaya
16104,52,Hontecillas
16106,3597,Horcajo de Santiago
16107,105,Huélamo
16108,57,Huelves
16109,56,Huérguina
16110,128,Huerta de la Obispalía
16111,211,Huerta del Marquesado
16112,1817,Huete
16113,4330,Iniesta
16115,43,Laguna del Marquesado
16116,80,Lagunaseca
16117,1271,Landete
16118,1664,Ledaña
16119,186,Leganiel
16121,277,"Majadas, Las"
16122,288,Mariana
16123,78,Masegosa
16124,2326,"Mesas, Las"
16125,2263,Minglanilla
16126,972,Mira
16128,69,Monreal del Llano
16129,109,Montalbanejo
16130,671,Montalbo
16131,133,Monteagudo de las Salinas
16132,35,Mota de Altarejos
16133,6045,Mota del Cuervo
16134,5902,Motilla del Palancar
16135,163,Moya
16137,58,Narboneta
16139,349,Olivares de Júcar
16140,34,Olmeda de la Cuesta
16141,138,Olmeda del Rey
16142,164,Olmedilla de Alarcón
16143,16,Olmedilla de Eliz
16145,522,Osa de la Vega
16146,84,Pajarón
16147,74,Pajaroncillo
16148,654,Palomares del Campo
16149,167,Palomera
16150,100,Paracuellos
16151,65,Paredes
16152,45,"Parra de las Vegas, La"
16153,1176,"Pedernoso, El"
16154,6716,"Pedroñeras, Las"
16155,634,"Peral, El"
16156,104,"Peraleja, La"
16157,236,"Pesquera, La"
16158,688,"Picazo, El"
16159,238,Pinarejo
16160,61,Pineda de Gigüela
16161,61,Piqueras del Castillo
16162,28,Portalrubio de Guadamejud
16163,74,Portilla
16165,63,Poyatos
16166,316,Pozoamargo
16908,204,Pozorrubielos de la Mancha
16167,341,Pozorrubio de Santiago
16169,57,"Pozuelo, El"
16170,973,Priego
16171,2505,"Provencio, El"
16172,373,Puebla de Almenara
16174,204,Puebla del Salvador
16175,7447,Quintanar del Rey
16176,47,Rada de Haro
16177,95,Reíllo
16181,71,Rozalén del Monte
16185,45,Saceda-Trasierra
16186,547,Saelices
16187,90,Salinas del Manzano
16188,117,Salmeroncillos
16189,313,Salvacañete
16190,7220,San Clemente
16191,1105,San Lorenzo de la Parrilla
16192,51,San Martín de Boniches
16193,65,San Pedro Palmiches
16194,248,Santa Cruz de Moya
16196,719,Santa María de los Llanos
16195,625,Santa María del Campo Rus
16197,61,Santa María del Val
16198,1698,Sisante
16199,28,Solera de Gabaldón
16909,791,Sotorribas
16202,910,Talayuelas
16203,14750,Tarancón
16204,306,Tébar
16205,131,Tejadillos
16206,207,Tinajas
16209,121,Torralba
16211,412,Torrejoncillo del Rey
16212,275,Torrubia del Campo
16213,38,Torrubia del Castillo
16215,267,Tragacete
16216,332,Tresjuncos
16217,91,Tribaldos
16218,225,Uclés
16219,97,Uña
16906,82,"Valdecolmenas, Los"
16224,91,Valdemeca
16225,77,Valdemorillo de la Sierra
16227,120,Valdemoro-Sierra
16228,199,Valdeolivas
16902,142,Valdetórtola
16903,1590,"Valeras, Las"
16231,49,Valhermoso de la Fuente
16173,232,"Valle de Altomira, El"
16234,29,Valsalobre
16236,1173,Valverde de Júcar
16237,97,Valverdejo
16238,556,Vara de Rey
16239,151,Vega del Codorno
16240,108,Vellisca
16242,366,Villaconejos de Trabaque
16243,508,Villaescusa de Haro
16244,774,Villagarcía del Llano
16245,505,Villalba de la Sierra
16246,560,Villalba del Rey
16247,87,Villalgordo del Marquesado
16248,972,Villalpardo
16249,2628,Villamayor de Santiago
16250,75,Villanueva de Guadamejud
16251,2269,Villanueva de la Jara
16253,426,Villar de Cañas
16254,230,Villar de Domingo García
16255,164,Villar de la Encina
16263,1234,Villar de Olalla
16258,218,Villar del Humo
16259,39,Villar del Infantado
16910,92,Villar y Velasco
16264,485,Villarejo de Fuentes
16265,19,Villarejo de la Peñuela
16266,370,Villarejo-Periesteban
16269,503,Villares del Saz
16270,202,Villarrubio
16271,858,Villarta
16272,249,Villas de la Ventosa
16273,351,Villaverde y Pasaconsol
16274,138,Víllora
16275,11,Vindel
16276,22,Yémeda
16277,133,Zafra de Záncara
16278,67,Zafrilla
16279,261,Zarza de Tajo
16280,204,Zarzuela
20001,324,Abaltzisketa
20002,470,Aduna
20016,2046,Aia
20003,775,Aizarnazabal
20004,330,Albiztur
20005,1730,Alegia
20006,358,Alkiza
20906,171,Altzaga
20007,413,Altzo
20008,938,Amezketa
20009,14613,Andoain
20010,1997,Anoeta
20011,2176,Antzuola
20012,206,Arama
20013,6993,Aretxabaleta
20055,21987,Arrasate/Mondragón
20014,1505,Asteasu
20903,5880,Astigarraga
20015,1701,Ataun
20017,11587,Azkoitia
20018,14666,Azpeitia
20904,145,Baliarrain
20019,13949,Beasain
20020,166,Beizama
20021,241,Belauntza
20022,1078,Berastegi
20074,14743,Bergara
20023,575,Berrobi
20024,515,Bidania-Goiatz
20029,5480,Deba
20069,186064,Donostia/San Sebastián
20030,27380,Eibar
20031,242,Elduain
20033,1113,Elgeta
20032,11594,Elgoibar
20067,39381,Errenteria
20066,599,Errezil
20034,4080,Eskoriatza
20035,613,Ezkio-Itsaso
20038,487,Gabiria
20037,121,Gaintza
20907,160,Gaztelu
20039,2818,Getaria
20040,19712,Hernani
20041,321,Hernialde
20036,16950,Hondarribia
20042,4237,Ibarra
20043,2304,Idiazabal
20044,487,Ikaztegieta
20045,61608,Irun
20046,1785,Irura
20047,658,Itsasondo
20048,245,Larraul
20902,18152,Lasarte-Oria
20049,5539,Lazkao
20050,364,Leaburu
20051,8485,Legazpi
20052,1443,Legorreta
20068,235,Leintz-Gatzaga
20053,5960,Lezo
20054,602,Lizartza
20901,2031,Mendaro
20057,256,Mutiloa
20056,5329,Mutriku
20063,10175,Oiartzun
20058,941,Olaberria
20059,11348,Oñati
20076,9875,Ordizia
20905,200,Orendain
20060,125,Orexa
20061,5851,Orio
20062,1316,Ormaiztegi
20064,16207,Pasaia
20070,1472,Segura
20065,3944,Soraluze-Placencia de las Armas
20071,19175,Tolosa
20072,6247,Urnieta
20077,6805,Urretxu
20073,6197,Usurbil
20075,5891,Villabona
20078,1575,Zaldibia
20079,23117,Zarautz
20025,1514,Zegama
20026,255,Zerain
20027,3734,Zestoa
20028,2997,Zizurkil
20081,9840,Zumaia
20080,9918,Zumarraga
17001,841,Agullana
17002,763,Aiguaviva
17003,147,Albanyà
17004,765,Albons
17006,1536,Alp
17007,2260,Amer
17008,5473,Anglès
17009,6380,Arbúcies
17010,415,Argelaguer
17011,935,"Armentera, L'"
17012,1587,Avinyonet de Puigventós
17015,19239,Banyoles
17016,980,Bàscara
17013,3957,Begur
17018,647,Bellcaire d'Empordà
17019,2438,Besalú
17020,4854,Bescanó
17021,199,Beuda
17022,10742,"Bisbal d'Empordà, La"
17234,233,Biure
17023,39060,Blanes
17029,266,Boadella i les Escaules
17024,375,Bolvir
17025,1680,Bordils
17026,711,Borrassà
17027,3722,Breda
17028,375,Brunyola
17031,257,Cabanelles
17030,915,Cabanes
17032,2837,Cadaqués
17033,7220,Caldes de Malavella
17034,10709,Calonge
17035,683,Camós
17036,3314,Campdevànol
17037,137,Campelles
17038,516,Campllong
17039,2221,Camprodon
17040,702,Canet d'Adri
17041,317,Cantallops
17042,596,Capmany
17044,10025,Cassà de la Selva
17046,970,Castellfollit de la Roca
17047,10784,Castelló d'Empúries
17048,10567,Castell-Platja d'Aro
17189,2054,"Cellera de Ter, La"
17049,5303,Celrà
17050,916,Cervià de Ter
17051,293,Cistella
17054,522,Colera
17055,188,Colomers
17057,1249,Corçà
17056,2279,Cornellà del Terri
17058,267,Crespià
17901,1292,"Cruïlles, Monells i Sant Sadurní de l'Heura"
17060,550,Darnius
17061,215,Das
17062,10400,"Escala, L'"
17063,201,Espinelves
17064,421,Espolla
17065,456,Esponellà
17005,553,"Far d'Empordà, El"
17066,45726,Figueres
17067,1018,Flaçà
17068,309,Foixà
17069,446,Fontanals de Cerdanya
17070,140,Fontanilles
17071,1471,Fontcoberta
17902,1723,Forallac
17073,2547,Fornells de la Selva
17074,721,Fortià
17075,435,Garrigàs
17076,163,Garrigoles
17077,854,Garriguella
17078,436,Ger
17079,98255,Girona
17080,184,Gombrèn
17081,376,Gualta
17082,531,Guils de Cerdanya
17083,4058,Hostalric
17084,276,Isòvol
17085,386,Jafre
17086,3231,"Jonquera, La"
17087,327,Juià
17088,752,Lladó
17089,8266,Llagostera
17090,723,Llambilles
17091,514,Llanars
17092,4934,Llançà
17093,1210,Llers
17094,1467,Llívia
17095,37042,Lloret de Mar
17096,213,"Llosses, Les"
17102,740,Maçanet de Cabrenys
17103,6819,Maçanet de la Selva
17097,280,Madremanya
17098,433,Maià de Montcal
17100,289,Masarac
17101,742,Massanes
17099,99,Meranges
17105,317,Mieres
17106,180,Mollet de Peralada
17107,335,Molló
17109,929,Montagut i Oix
17110,1690,Mont-ras
17111,1329,Navata
17112,225,Ogassa
17114,34000,Olot
17115,377,Ordis
17116,434,Osor
17117,22868,Palafrugell
17118,17677,Palamós
17119,90,Palau de Santa Eulàlia
17121,297,Palau-sator
17120,1471,Palau-saverdera
17123,470,Palol de Revardit
17124,2423,Pals
17125,158,Pardines
17126,392,Parlavà
17128,551,Pau
17129,180,Pedret i Marzà
17130,441,"Pera, La"
17132,1835,Peralada
17133,1662,"Planes d'Hostoles, Les"
17134,299,Planoles
17135,517,Pont de Molins
17136,234,Pontós
17137,4530,Porqueres
17140,994,"Port de la Selva, El"
17138,1170,Portbou
17139,1781,"Preses, Les"
17141,8810,Puigcerdà
17142,3478,Quart
17043,174,Queralbs
17143,188,Rabós
17144,279,Regencós
17145,1785,Ribes de Freser
17146,3927,Riells i Viabrea
17147,10583,Ripoll
17148,2120,Riudarenes
17149,466,Riudaura
17150,2024,Riudellots de la Selva
17151,255,Riumors
17152,19438,Roses
17153,253,Rupià
17154,137,Sales de Llierca
17155,29404,Salt
17157,155,Sant Andreu Salou
17183,371,Sant Aniol de Finestres
17158,641,Sant Climent Sescebes
17159,799,Sant Feliu de Buixalleu
17160,21760,Sant Feliu de Guíxols
17161,1317,Sant Feliu de Pallerols
17162,231,Sant Ferriol
17163,3553,Sant Gregori
17164,5570,Sant Hilari Sacalm
17165,873,Sant Jaume de Llierca
17167,3342,Sant Joan de les Abadesses
17168,495,Sant Joan de Mollet
17185,2906,Sant Joan les Fonts
17166,700,Sant Jordi Desvalls
17169,3455,Sant Julià de Ramis
17903,1282,Sant Julià del Llor i Bonmatí
17171,247,Sant Llorenç de la Muga
17172,618,Sant Martí de Llémena
17173,250,Sant Martí Vell
17174,226,Sant Miquel de Campmajor
17175,742,Sant Miquel de Fluvià
17176,176,Sant Mori
17177,670,Sant Pau de Segúries
17178,2134,Sant Pere Pescador
17180,12583,Santa Coloma de Farners
17181,5128,Santa Cristina d'Aro
17182,343,Santa Llogaia d'Àlguema
17184,1524,Santa Pau
17186,5035,Sarrià de Ter
17187,842,"Saus, Camallera i Llampaies"
17188,188,"Selva de Mar, La"
17190,1132,Serinyà
17191,209,Serra de Daró
17192,181,Setcases
17193,5910,Sils
17052,155,Siurana
17194,95,Susqueda
17195,451,"Tallada d'Empordà, La"
17196,285,Terrades
17197,163,Torrent
17198,711,Torroella de Fluvià
17199,11506,Torroella de Montgrí
17200,781,Tortellà
17201,166,Toses
17202,5498,Tossa de Mar
17204,1077,Ullà
17205,288,Ullastret
17203,210,Ultramort
17206,181,Urús
17014,83,"Vajol, La"
17208,1266,"Vall de Bianya, La"
17207,2983,"Vall d'en Bas, La"
17170,200,Vallfogona de Ripollès
17209,922,Vall-llobrega
17210,802,Ventalló
17211,1150,Verges
